condition,drug,indication,type,reviews,effectiveness,ease_of_use,satisfaction,effectiveness_cat,ease_of_use_cat,satisfaction_cat,performance,weighted_performance,disease_class,review_category
Atopic Dermatitis,Methylprednisolone Acetate,On Label,RX,1,4.0,2.0,4.0,medium,low,High,3.3333333333333335,3.5999999999999996,Dermatological,low
Atopic Dermatitis,Hydrocortisone Sod Succ (PF),On Label,RX,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Dermatological,low
Atopic Dermatitis,"Betamethasone, Augmented",On Label,RX,1,4.0,3.0,3.0,medium,low,Low,3.3333333333333335,3.6,Dermatological,low
Atopic Dermatitis,Hydrocortisone,On Label,OTC,1,2.0,2.0,2.0,low,low,Very Low,2.0,2.0,Dermatological,low
Atopic Dermatitis,Triamcinolone Acetonide,On Label,RX,1,4.0,4.0,3.0,medium,medium,Low,3.6666666666666665,3.8000000000000003,Dermatological,low
Atopic Dermatitis,Hydrocortisone,On Label,OTC,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Dermatological,low
Atopic Dermatitis,Hydrocortisone Acetate,On Label,OTC,1,3.0,3.0,1.0,low,low,Very Low,2.3333333333333335,2.6,Dermatological,low
Atopic Dermatitis,Methylprednisolone Acetate,On Label,RX,1,2.0,1.0,1.0,low,low,Very Low,1.3333333333333333,1.5999999999999999,Dermatological,low
Atopic Dermatitis,Hydrocortisone Acetate,On Label,RX/OTC,1,2.0,4.0,2.0,low,medium,Very Low,2.6666666666666665,2.4,Dermatological,low
Atopic Dermatitis,Hydrocortisone Acetate,On Label,OTC,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Dermatological,low
Atopic Dermatitis,Methylprednisolone Acetate,On Label,RX,1,4.0,2.0,2.0,medium,low,Very Low,2.6666666666666665,3.1999999999999997,Dermatological,low
Atopic Dermatitis,Desonide,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Dermatological,low
Atopic Dermatitis,Betamethasone Valerate,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Dermatological,low
Atopic Dermatitis,Dexamethasone Sodium Phosphate,On Label,RX,1,5.0,5.0,4.0,high,high,High,4.666666666666667,4.8,Dermatological,low
Atopic Dermatitis,Methylprednisolone Acetate,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Dermatological,low
Atopic Dermatitis,Prednisone,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Dermatological,low
Atopic Dermatitis,Methylprednisolone Acetate,On Label,RX,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Dermatological,low
Atopic Dermatitis,Hydrocortisone,On Label,OTC,1,3.0,4.0,2.0,low,medium,Very Low,3.0,2.9999999999999996,Dermatological,low
Atopic Dermatitis,Flurandrenolide,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Dermatological,low
Atopic Dermatitis,Hydrocortisone,On Label,RX,1,4.0,4.0,3.0,medium,medium,Low,3.6666666666666665,3.8000000000000003,Dermatological,low
Atopic Dermatitis,Hydrocortisone,On Label,RX/OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Dermatological,low
Atopic Dermatitis,Methylprednisolone Acetate,On Label,RX,1,5.0,5.0,4.0,high,high,High,4.666666666666667,4.8,Dermatological,low
Atopic Dermatitis,Prednisone,On Label,RX,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Dermatological,low
Atopic Dermatitis,Triamcinolone Acetonide,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Dermatological,low
Atopic Dermatitis,Fluocinolone-Emol Cmb#65,On Label,RX,1,1.0,4.0,1.0,low,medium,Very Low,2.0,1.5999999999999999,Dermatological,low
Atopic Dermatitis,Fluocinolone-Emol Cmb#65,On Label,RX,1,1.0,3.0,1.0,low,low,Very Low,1.6666666666666667,1.4000000000000001,Dermatological,low
Atopic Dermatitis,Desonide-Emollient Combo No 28,On Label,RX,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Dermatological,low
Atopic Dermatitis,Flurandrenolide,On Label,RX,1,3.0,2.0,3.0,low,low,Low,2.6666666666666665,2.8,Dermatological,low
Atopic Dermatitis,Fluocinolone-Skin Clnsr28,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Dermatological,low
Atopic Dermatitis,Fluocinonide,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Dermatological,low
Atopic Dermatitis,Vit E-Glycerin-Dimethicone,On Label,Unknown,1,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Dermatological,low
Atopic Dermatitis,Diflorasone,On Label,RX,1,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Dermatological,low
Atopic Dermatitis,Prednisolone,On Label,RX,1,3.0,2.0,2.0,low,low,Very Low,2.3333333333333335,2.5999999999999996,Dermatological,low
Atopic Dermatitis,Hydrocortisone-Oatmeal-Aloe-E,On Label,OTC,1,1.0,3.0,1.0,low,low,Very Low,1.6666666666666667,1.4000000000000001,Dermatological,low
Back Pain,Acetaminophen,On Label,OTC,135,3.07,3.85,3.15,medium,medium,Medium,3.356666666666667,3.242,Musculoskeletal,high
Back Pain,Capsaicin,On Label,OTC,127,2.53,2.63,2.5,low,low,Low,2.5533333333333332,2.5439999999999996,Musculoskeletal,high
Back Pain,Capsaicin,On Label,OTC,92,2.74,3.71,2.66,low,medium,Low,3.0366666666666666,2.918,Musculoskeletal,high
Back Pain,Acetaminophen,On Label,OTC,71,3.31,4.06,3.13,medium,high,Medium,3.5,3.424,Musculoskeletal,high
Back Pain,"Capsaicin-Menthol, Capsaicin",On Label,OTC,59,2.47,3.47,2.16,low,medium,Low,2.7000000000000006,2.608,Musculoskeletal,high
Back Pain,Capsaicin,On Label,OTC,22,3.13,3.38,3.13,medium,medium,Medium,3.2133333333333334,3.1799999999999997,Musculoskeletal,high
Back Pain,Trolamine Salicylate,Unknown,OTC,22,2.89,4.0,2.89,low,medium,Low,3.2600000000000002,3.112,Musculoskeletal,high
Back Pain,Trolamine Salicylate,Unknown,OTC,20,4.0,4.8,4.0,medium,high,High,4.266666666666667,4.16,Musculoskeletal,high
Back Pain,Capsaicin-Methyl Sal-Menthol,On Label,OTC,16,4.92,4.92,4.83,high,high,Very High,4.89,4.902,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,16,3.73,4.36,3.55,medium,high,High,3.8800000000000003,3.8200000000000003,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,15,4.5,4.0,4.25,high,medium,High,4.25,4.35,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,15,3.0,4.25,2.5,low,high,Low,3.25,3.15,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,13,2.2,4.0,2.8,low,medium,Low,3.0,2.68,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,11,3.5,4.0,3.75,medium,medium,High,3.75,3.6500000000000004,Musculoskeletal,medium
Back Pain,Capsaicin,On Label,OTC,9,2.33,3.0,2.0,low,low,Very Low,2.4433333333333334,2.398,Musculoskeletal,medium
Back Pain,Trolamine Salicylate,Unknown,OTC,9,4.0,5.0,3.75,medium,high,High,4.25,4.15,Musculoskeletal,medium
Back Pain,Capsaicin,On Label,OTC,9,2.0,2.0,2.0,low,low,Very Low,2.0,2.0,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,8,3.67,4.67,4.33,medium,high,High,4.223333333333334,4.002000000000001,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,7,4.5,4.5,4.5,high,high,Very High,4.5,4.5,Musculoskeletal,medium
Back Pain,Capsaicin,On Label,OTC,7,4.33,4.33,4.67,high,high,Very High,4.443333333333333,4.398,Musculoskeletal,medium
Back Pain,"ASA-Acetaminophen-Salicyl-Caff, Mg Salicylat-Acetaminophen-Caf",On Label,OTC,6,2.6,3.0,2.8,low,low,Low,2.7999999999999994,2.72,Musculoskeletal,medium
Back Pain,Trolamine Salicylate,Unknown,OTC,6,3.0,3.0,3.0,low,low,Low,3.0,3.0,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,6,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,6,2.0,2.0,1.0,low,low,Very Low,1.6666666666666667,1.8,Musculoskeletal,medium
Back Pain,Capsaicin,On Label,OTC,6,4.75,4.5,4.0,high,high,High,4.416666666666667,4.55,Musculoskeletal,medium
Back Pain,Trolamine Salicylate,Unknown,OTC,5,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,5,1.5,2.5,1.5,low,low,Very Low,1.8333333333333333,1.7,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,5,4.5,4.0,4.5,high,medium,Very High,4.333333333333333,4.4,Musculoskeletal,medium
Back Pain,Capsaicin,On Label,OTC,4,3.0,3.5,3.0,low,medium,Low,3.1666666666666665,3.1,Musculoskeletal,medium
Back Pain,Menthol,On Label,OTC,3,4.67,4.33,4.67,high,high,Very High,4.556666666666667,4.602,Musculoskeletal,medium
Back Pain,Trolamine Salicylate,Unknown,OTC,3,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,medium
Back Pain,Capsaicin,On Label,OTC,3,2.67,5.0,2.67,low,high,Low,3.4466666666666668,3.136,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,3,5.0,5.0,3.0,high,high,Low,4.333333333333333,4.6,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,3,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,medium
Back Pain,Menthol,On Label,OTC,3,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,medium
Back Pain,"Menthol-Camphor-Antarth Cb#1, Methyl Salicylate-Menthol, Camphor-Menthol, Camphor-Methyl Salicyl-Menthol",On Label,OTC,3,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,medium
Back Pain,Acetaminophen,On Label,OTC,2,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Musculoskeletal,low
Back Pain,Trolamine Salicylate,Unknown,OTC,2,3.0,4.0,3.0,low,medium,Low,3.3333333333333335,3.1999999999999997,Musculoskeletal,low
Back Pain,Menthol,On Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,2,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Musculoskeletal,low
Back Pain,Capsaicin,On Label,OTC,2,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Musculoskeletal,low
Back Pain,Trolamine Salicylate,Unknown,OTC,2,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,2,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Musculoskeletal,low
Back Pain,"Cpm-PPA-DM-Acetaminophen, Acetaminophen",On Label,OTC,2,5.0,5.0,2.0,high,high,Very Low,4.0,4.4,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,2,3.0,4.0,1.0,low,medium,Very Low,2.6666666666666665,2.8,Musculoskeletal,low
Back Pain,Capsaicin,On Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,2,1.0,1.0,2.0,low,low,Very Low,1.3333333333333333,1.2000000000000002,Musculoskeletal,low
Back Pain,Capsaicin-Methyl Sal-Menthol,On Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Back Pain,Trolamine Salicylate,Unknown,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Back Pain,Capsaicin,On Label,OTC,2,2.5,4.5,2.5,low,high,Low,3.1666666666666665,2.9,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,2,5.0,1.0,1.0,high,low,Very Low,2.3333333333333335,3.4000000000000004,Musculoskeletal,low
Back Pain,"Trolamine Salicylate, Ala-Bos-Gin-Bas-Rose-Tur-Wil",Unknown,OTC,2,5.0,3.0,3.0,high,low,Low,3.6666666666666665,4.2,Musculoskeletal,low
Back Pain,Capsaicin-Camphor-Menthol,On Label,OTC,2,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,2,3.0,4.0,2.0,low,medium,Very Low,3.0,2.9999999999999996,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,2,1.5,3.0,1.5,low,low,Very Low,2.0,1.8,Musculoskeletal,low
Back Pain,Menthol,On Label,OTC,2,3.0,4.5,3.0,low,high,Low,3.5,3.3,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,2,2.0,4.0,3.0,low,medium,Low,3.0,2.6,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Back Pain,Menthol,On Label,OTC,2,1.0,5.0,1.0,low,high,Very Low,2.3333333333333335,1.8,Musculoskeletal,low
Back Pain,Capsaicin,On Label,OTC,1,3.0,4.0,4.0,low,medium,High,3.6666666666666665,3.3999999999999995,Musculoskeletal,low
Back Pain,Aspirin-Acetaminophen-Caffeine,On Label,OTC,1,5.0,5.0,4.0,high,high,High,4.666666666666667,4.8,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,1,4.0,2.0,4.0,medium,low,High,3.3333333333333335,3.5999999999999996,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,1,3.0,3.0,5.0,low,low,Very High,3.6666666666666665,3.4,Musculoskeletal,low
Back Pain,Menthol,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Back Pain,Menthol,On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Back Pain,Capsaicin,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Back Pain,Capsaicin-Methyl Sal-Menthol,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Back Pain,Trolamine Salicylate,Unknown,OTC,1,3.0,4.0,1.0,low,medium,Very Low,2.6666666666666665,2.8,Musculoskeletal,low
Back Pain,Menthol,On Label,OTC,1,3.0,3.0,2.0,low,low,Very Low,2.6666666666666665,2.8,Musculoskeletal,low
Back Pain,Trolamine Salicylate-Aloe Vera,Unknown,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,1,3.0,4.0,3.0,low,medium,Low,3.3333333333333335,3.1999999999999997,Musculoskeletal,low
Back Pain,"Menthol, Camphor-Methyl Salicyl-Menthol",On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Back Pain,Menthol,On Label,OTC,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Musculoskeletal,low
Back Pain,Menthol,On Label,OTC,1,3.0,5.0,4.0,low,high,High,4.0,3.5999999999999996,Musculoskeletal,low
Back Pain,"Menthol, Capsaicin",On Label,OTC,1,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,1,2.0,3.0,4.0,low,low,High,3.0,2.6,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,1,5.0,4.0,5.0,high,medium,Very High,4.666666666666667,4.8,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,1,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,1,1.0,5.0,1.0,low,high,Very Low,2.3333333333333335,1.8,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,1,3.0,3.0,3.0,low,low,Low,3.0,3.0,Musculoskeletal,low
Back Pain,Menthol,On Label,OTC,1,4.0,4.0,5.0,medium,medium,Very High,4.333333333333333,4.2,Musculoskeletal,low
Back Pain,Menthol,On Label,OTC,1,3.0,3.0,3.0,low,low,Low,3.0,3.0,Musculoskeletal,low
Back Pain,Capsaicin-Camphor-Menthol,On Label,OTC,1,5.0,4.0,5.0,high,medium,Very High,4.666666666666667,4.8,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Musculoskeletal,low
Back Pain,Capsaicin In Castor Oil,On Label,OTC,1,3.0,3.0,4.0,low,low,High,3.3333333333333335,3.2,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,1,1.0,3.0,1.0,low,low,Very Low,1.6666666666666667,1.4000000000000001,Musculoskeletal,low
Back Pain,Capsaicin,On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Musculoskeletal,low
Back Pain,Menthol,On Label,OTC,1,1.0,5.0,3.0,low,high,Low,3.0,2.2,Musculoskeletal,low
Back Pain,Capsaicin,On Label,OTC,1,3.0,5.0,1.0,low,high,Very Low,3.0,3.0,Musculoskeletal,low
Back Pain,Acetaminophen,On Label,OTC,1,4.0,3.0,5.0,medium,low,Very High,4.0,4.0,Musculoskeletal,low
Bacterial Conjunctivitis,Moxifloxacin,On Label,RX,93,3.73,3.78,3.03,medium,medium,Medium,3.513333333333333,3.5999999999999996,Infectious Disease,high
Bacterial Conjunctivitis,Ciprofloxacin Hcl,On Label,RX,36,2.83,3.21,2.52,low,medium,Low,2.8533333333333335,2.844,Infectious Disease,high
Bacterial Conjunctivitis,Gentamicin,On Label,RX,36,3.0,3.96,2.56,low,medium,Low,3.1733333333333333,3.1039999999999996,Infectious Disease,high
Bacterial Conjunctivitis,Moxifloxacin,On Label,RX,32,3.21,1.97,2.55,medium,low,Low,2.5766666666666667,2.83,Infectious Disease,high
Bacterial Conjunctivitis,Erythromycin,Off Label,RX,26,3.15,2.54,2.23,medium,low,Low,2.64,2.844,Infectious Disease,high
Bacterial Conjunctivitis,Sulfacetamide Sodium,On Label,RX,20,2.93,3.29,2.71,low,medium,Low,2.9766666666666666,2.958,Infectious Disease,high
Bacterial Conjunctivitis,Besifloxacin,On Label,RX,19,3.43,3.0,2.79,medium,low,Low,3.073333333333333,3.216,Infectious Disease,high
Bacterial Conjunctivitis,Gatifloxacin,On Label,RX,16,3.87,4.07,3.53,medium,high,High,3.8233333333333337,3.842,Infectious Disease,medium
Bacterial Conjunctivitis,Gentamicin,On Label,RX,13,2.29,2.57,2.14,low,low,Low,2.3333333333333335,2.316,Infectious Disease,medium
Bacterial Conjunctivitis,Ofloxacin,On Label,RX,10,3.2,4.4,2.8,medium,high,Low,3.466666666666667,3.36,Infectious Disease,medium
Bacterial Conjunctivitis,Gatifloxacin,On Label,RX,9,4.33,4.33,3.33,high,high,Medium,3.9966666666666666,4.13,Infectious Disease,medium
Bacterial Conjunctivitis,Ciprofloxacin Hcl,On Label,RX,8,3.25,3.75,2.75,medium,medium,Low,3.25,3.25,Infectious Disease,medium
Bacterial Conjunctivitis,Bacitracin,Off Label,RX,8,3.33,4.67,2.0,medium,high,Very Low,3.3333333333333335,3.332,Infectious Disease,medium
Bacterial Conjunctivitis,Sulfacetamide Sodium,On Label,RX,7,2.0,4.5,4.5,low,high,Very High,3.6666666666666665,3.0,Infectious Disease,medium
Bacterial Conjunctivitis,Bacitracin-Polymyxin B,Off Label,RX,5,3.67,3.0,3.0,medium,low,Low,3.223333333333333,3.402,Infectious Disease,medium
Bacterial Conjunctivitis,Sulfacetamide-Prednisolone,On Label,RX,5,3.5,5.0,3.5,medium,high,Medium,4.0,3.8000000000000003,Infectious Disease,medium
Bacterial Conjunctivitis,Levofloxacin,On Label,RX,4,3.5,4.5,3.0,medium,high,Low,3.6666666666666665,3.6,Infectious Disease,medium
Bacterial Conjunctivitis,Neomycin-Bacitracin-Polymyxin,Off Label,RX,3,1.0,4.0,1.0,low,medium,Very Low,2.0,1.5999999999999999,Infectious Disease,medium
Bacterial Conjunctivitis,Sulfacetamide-Prednisolone,On Label,RX,3,1.0,2.0,1.0,low,low,Very Low,1.3333333333333333,1.2,Infectious Disease,medium
Bacterial Conjunctivitis,Neomycin-Polymyxin-Gramicidin,Off Label,RX,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Bacterial Conjunctivitis,Azithromycin,On Label,RX,2,3.0,4.0,2.0,low,medium,Very Low,3.0,2.9999999999999996,Infectious Disease,low
Bacterial Conjunctivitis,Neomycin-Polymyxin-Gramicidin,Off Label,RX,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Bacterial Conjunctivitis,Sulfacetamide Sodium,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Bacterial Conjunctivitis,Sulfacetamide Sodium,On Label,RX,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Bacterial Conjunctivitis,Levofloxacin,On Label,RX,1,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Infectious Disease,low
Bacterial Conjunctivitis,Bacitracin-Polymyxin B,Off Label,RX,1,4.0,3.0,3.0,medium,low,Low,3.3333333333333335,3.6,Infectious Disease,low
Bacterial Conjunctivitis,Erythromycin,Off Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Bacterial Conjunctivitis,Ofloxacin,On Label,RX,1,1.0,4.0,1.0,low,medium,Very Low,2.0,1.5999999999999999,Infectious Disease,low
Bacterial Conjunctivitis,Bacitracin-Polymyxin B,Off Label,RX,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Bacterial Conjunctivitis,Neomycin-Bacitracin-Polymyxin,Off Label,RX,1,1.0,2.0,1.0,low,low,Very Low,1.3333333333333333,1.2,Infectious Disease,low
Bacterial Conjunctivitis,Neomycin-Polymyxin-Gramicidin,Off Label,RX,1,1.0,5.0,1.0,low,high,Very Low,2.3333333333333335,1.8,Infectious Disease,low
Bacterial Conjunctivitis,Gentamicin-Prednisolone,On Label,RX,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Infectious Disease,low
Bacterial Conjunctivitis,Gatifloxacin,On Label,RX,1,5.0,2.0,5.0,high,low,Very High,4.0,4.4,Infectious Disease,low
Bacterial Conjunctivitis,Besifloxacin,On Label,RX,1,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Infectious Disease,low
Bacterial Urinary Tract Infection,Levofloxacin,On Label,RX,994,2.52,3.01,1.84,low,medium,Very Low,2.4566666666666666,2.4819999999999998,Infectious Disease,high
Bacterial Urinary Tract Infection,"Ciprofloxacin Hcl, Ciprofloxacin",On Label,RX,627,3.06,3.18,2.12,medium,medium,Low,2.7866666666666666,2.896,Infectious Disease,high
Bacterial Urinary Tract Infection,Sulfamethoxazole-Trimethoprim,On Label,RX,580,3.03,2.88,2.16,medium,low,Low,2.69,2.8259999999999996,Infectious Disease,high
Bacterial Urinary Tract Infection,Nitrofurantoin Monohyd/M-Cryst,On Label,RX,573,2.82,2.86,1.98,low,low,Very Low,2.5533333333333332,2.6599999999999997,Infectious Disease,high
Bacterial Urinary Tract Infection,Ciprofloxacin,On Label,RX,538,3.59,3.78,2.75,medium,medium,Low,3.373333333333333,3.46,Infectious Disease,high
Bacterial Urinary Tract Infection,Doxycycline Hyclate,On Label,RX,466,3.54,3.72,3.11,medium,medium,Medium,3.4566666666666666,3.49,Infectious Disease,high
Bacterial Urinary Tract Infection,Amoxicillin-Pot Clavulanate,On Label,RX,437,3.26,3.23,2.42,medium,medium,Low,2.97,3.086,Infectious Disease,high
Bacterial Urinary Tract Infection,Levofloxacin,On Label,RX,361,2.44,2.96,1.68,low,low,Very Low,2.36,2.392,Infectious Disease,high
Bacterial Urinary Tract Infection,Cephalexin,On Label,RX,348,2.93,3.47,2.24,low,medium,Low,2.8800000000000003,2.9,Infectious Disease,high
Bacterial Urinary Tract Infection,Cefdinir,Off Label,RX,285,2.36,3.35,1.85,low,medium,Very Low,2.52,2.456,Infectious Disease,high
Bacterial Urinary Tract Infection,Cephalexin,On Label,RX,257,2.85,3.14,2.18,low,medium,Low,2.723333333333333,2.774,Infectious Disease,high
Bacterial Urinary Tract Infection,Sulfamethoxazole-Trimethoprim,On Label,RX,256,2.95,3.2,2.14,low,medium,Low,2.7633333333333336,2.838,Infectious Disease,high
Bacterial Urinary Tract Infection,Sulfamethoxazole-Trimethoprim,On Label,RX,239,3.19,3.25,2.28,medium,medium,Low,2.9066666666666663,3.02,Infectious Disease,high
Bacterial Urinary Tract Infection,Nitrofurantoin,On Label,RX,226,2.51,2.57,1.8,low,low,Very Low,2.2933333333333334,2.3799999999999994,Infectious Disease,high
Bacterial Urinary Tract Infection,Doxycycline Calcium,On Label,RX,204,3.47,3.27,2.92,medium,medium,Low,3.22,3.32,Infectious Disease,high
